"","caseno","popbasesec","country","region","la_group","residence_type","add1yr","ageh","agehrp","aggdtwpew11g","ahchuk11","carer","carsnoc","cenheat","clients01","clients02","clients03","clients04","clients05","clients06","clients07","clients08","clients09","clients10","clients11","clients12","clients13","clients14","clients15","clients16","clients17","clients18","clients19","clients20","clients21","cobg","cobhukrcg","concealed","depedhuk11","depemhuk11","dephdhuk11","dephshuk11","deprived","disability","dpcfamuk11","ecopuk11","empstat","estnaturei","ethhuk11","ethnicityew","everwork","fmspuk11","health","hhldlang11","hlqupuk11","hours","housecarer","identityg","illhuk11g","indgpuk11","intention","iscog","landlordew","langprf","larpuk11","lastyrwrkg","mainglangg","marstat","meighuk11","mighuk11","mltrlg","movefromg","moveregion","natidbpuk11","natidepuk11","natidipuk11","natidnipuk11","natidopuk11","natidspuk11","natidwpuk11","nssec","nsshuk11","occg","passports","penexactpuk11","penhuk11","penpuk11","position","pproomhuk11","psptelog","relato","religionew","rtntypeg","scaddtyp","scghuk11","scgpuk11c","selfcon","sex","single","sizhuk11","sscaddcpew11","stapuk11","student","supervisor","tenduk11","tenure","transport","transport_2001","typaccom","unemphist","visitorsg","wg1famuk11","wkpladdewni","wlshread","wlshspeak","wlshstnd","wlshwrit","wpzhome","wrkplaceew","yradindstud","yrarr_yearg"
"1249539",2319897,1,1,2,190,2,1,11,8,8,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,1,0,0,0,2,3,NA,2,1,NA,9,9,NA,2,2,4,16,3,0,NA,0,14,NA,32,NA,2,5,1,9,2,2,0,2,1,NA,1,4,7,4,3,4,4,4.1,4.1,32,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,1,2,2,1,NA,2,2,1,2,10,1,4,NA,0,NA,2,NA,NA,NA,NA,1,2,0,9
"1081432",2301086,1,1,2,184,2,4,5,4,3,10,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,0,0,0,1,2,3,NA,8,2,NA,1,3,NA,2,1,2,15,3,1,2,0,7,3,21,3,2,4,1,2,1,5,2,8,19,1,3,4,7,4,1,4,4,15,4.3,34,7,0,NA,0,NA,2,2,13,2,1,5,2,2,1,1,2,5,6,8,1,2,5,4,4,4,3,NA,0,NA,1,NA,NA,NA,NA,4,4,0,11
"265851",376656,1,1,2,188,2,1,7,4,8,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,7,NA,25,NA,NA,1,1,1,2,2,0,5,1,NA,1,4,7,4,3,4,4,4.2,7.1,21,1,0,NA,0,NA,1,NA,1,2,2,NA,2,2,1,1,2,2,1,NA,2,2,1,2,11,1,3,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"759508",2332021,1,1,2,191,2,1,7,4,1,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,2,1,NA,1,1,NA,3,2,1,15,3,0,NA,0,13,NA,23,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,4.1,7.2,23,1,0,NA,0,NA,2,NA,1,2,1,NA,2,2,1,2,2,4,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2628901",2268407,1,1,2,182,2,1,9,6,9,6,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,4,3,NA,1,1,NA,3,2,1,14,3,0,NA,0,3,NA,71,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,8.1,8.1,53,1,0,NA,0,NA,1,NA,NA,2,1,6,3,3,1,1,2,4,3,NA,2,1,0,1,7,7,1,NA,0,2,3,NA,NA,NA,NA,2,1,0,NA
"2109882",2310099,1,1,2,184,2,2,6,3,2,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,2,1,0,0,0,2,3,1,2,1,NA,3,3,NA,3,1,4,10,3,0,2,0,6,NA,14,NA,2,1,1,2,2,2,1,2,2,3,3,4,7,4,1,4,4,5,5,12,7,0,NA,0,NA,1,2,NA,2,1,NA,2,2,1,1,2,2,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,9
"1082513",344007,1,1,2,185,2,1,11,8,1,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,3,3,2,1,NA,1,1,NA,3,2,1,15,3,1,NA,1,14,NA,24,NA,NA,3,1,1,1,2,0,3,1,NA,2,2,7,4,3,4,4,4.1,4.1,35,1,0,NA,0,NA,1,NA,3,1,1,NA,2,2,1,1,2,3,1,NA,2,2,1,2,4,4,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1738621",2276434,1,1,2,182,2,1,6,3,3,6,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,2,1,NA,6,6,NA,3,2,2,12,3,0,NA,0,7,NA,42,6,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,7.2,7.2,72,1,0,NA,0,NA,2,NA,NA,6,2,NA,2,2,2,1,2,4,1,NA,2,2,9,5,7,7,3,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"917504",2299011,1,1,2,184,2,1,8,5,2,6,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,2,4,2,1,NA,1,1,NA,3,2,1,12,3,0,NA,1,3,NA,96,NA,NA,3,1,1,5,2,0,3,1,NA,2,2,7,4,3,4,4,13.4,13.4,81,1,0,NA,0,NA,2,NA,NA,1,1,NA,4,4,1,1,2,4,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1831667",2332849,1,1,2,191,2,1,6,8,5,10,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,5,1,1,15,3,0,NA,0,7,NA,26,NA,NA,4,1,1,1,2,0,2,1,NA,2,2,7,4,3,4,4,4.1,4.1,24,1,0,NA,0,NA,2,NA,4,2,2,NA,2,2,1,2,2,4,1,NA,2,2,0,1,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"922210",2320834,1,1,2,190,2,1,10,7,1,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,12,3,0,NA,0,10,NA,25,NA,NA,3,1,1,1,2,0,6,1,NA,3,1,7,4,3,4,4,3.2,3.2,21,1,0,NA,0,NA,1,NA,NA,9,1,NA,1,1,1,2,2,2,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"104604",2338527,1,1,2,191,2,1,12,9,4,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,14,3,0,NA,0,2,NA,21,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,3.1,3.1,21,1,0,NA,0,NA,1,NA,NA,2,1,NA,1,1,1,1,2,2,1,NA,2,2,0,1,7,7,1,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"2760025",2279894,1,1,2,182,2,1,6,3,2,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,0,0,0,0,1,3,4,2,1,NA,11,5,NA,3,1,2,15,3,0,NA,0,8,NA,42,3,NA,1,1,1,2,4,0,2,1,NA,3,1,7,4,3,4,4,7.1,4.2,41,1,0,NA,0,NA,2,NA,1,2,2,NA,1,1,1,2,2,4,1,NA,2,2,5,4,7,7,3,NA,1,2,1,NA,NA,NA,NA,3,3,0,NA
"1086201",2319477,1,1,2,190,2,1,12,9,4,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,3,2,15,3,0,NA,0,14,NA,21,NA,NA,1,1,1,2,4,0,5,1,NA,1,4,7,4,3,4,4,3.1,3.1,21,1,0,NA,0,NA,1,NA,NA,1,1,NA,1,1,1,2,2,4,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1244417",2290384,1,1,2,183,2,1,11,8,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,2,3,NA,2,1,NA,1,1,NA,2,2,1,11,3,0,NA,0,2,NA,75,NA,NA,7,1,1,5,1,0,1,1,NA,3,1,7,4,3,4,4,12.3,12.3,81,1,0,NA,0,NA,1,NA,NA,1,1,NA,3,3,1,1,1,1,1,NA,2,2,1,2,7,7,3,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"266142",381467,1,1,2,188,2,1,13,14,2,10,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,2,3,1,2,1,NA,1,1,NA,8,1,1,10,3,0,NA,0,3,NA,83,NA,NA,5,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,13.3,12.2,82,1,0,9,0,NA,1,NA,4,2,1,NA,NA,4,1,1,2,3,1,NA,2,2,1,2,4,4,2,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"2202596",2268099,1,1,2,182,2,1,10,7,5,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,7,NA,13,NA,NA,1,1,1,2,2,0,2,1,NA,2,2,7,4,3,4,4,5,5,11,1,0,NA,0,NA,1,NA,NA,2,1,NA,1,1,1,1,2,2,1,NA,2,1,1,2,7,7,1,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"2705432",2300075,1,1,2,184,2,1,6,2,2,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,1,1,NA,1,1,NA,3,1,1,14,1,0,NA,0,6,NA,51,NA,NA,3,1,1,1,2,0,3,1,NA,3,1,7,4,3,4,4,13.1,10,92,1,0,NA,0,NA,1,NA,3,1,2,NA,2,2,1,1,2,2,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"756381",369068,1,1,2,187,2,1,9,10,2,7,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,3,1,1,1,NA,1,1,NA,8,1,1,14,2,1,NA,1,7,NA,96,2,NA,4,1,1,1,2,0,3,1,NA,3,1,7,4,3,4,4,13.1,7.1,92,1,0,NA,0,NA,1,NA,4,1,2,NA,2,2,1,1,2,2,1,NA,2,2,3,4,4,4,2,NA,0,0,1,NA,NA,NA,NA,4,4,0,NA
"754637",339287,1,1,2,185,2,1,10,7,1,9,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2,0,0,0,0,1,3,7,1,1,NA,8,8,NA,3,1,4,10,2,2,NA,0,6,NA,34,NA,3,1,1,5,2,2,0,2,1,NA,1,4,7,4,3,4,4,10,10,54,1,0,NA,0,NA,2,NA,NA,6,2,NA,4,4,1,1,2,7,1,NA,2,1,1,2,7,7,2,NA,0,1,1,NA,NA,NA,NA,3,3,0,7
"2219083",356097,1,1,2,186,2,1,8,6,9,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,15,4,0,NA,0,10,NA,24,NA,NA,3,1,1,1,2,0,6,1,NA,3,1,7,4,3,4,4,3.1,5,24,1,0,NA,0,NA,1,NA,3,9,1,NA,1,1,1,1,2,2,1,NA,2,2,1,2,11,11,3,NA,0,2,3,NA,NA,NA,NA,2,1,0,NA
"1727881",386864,1,1,2,189,2,1,13,10,2,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,1,1,2,1,NA,1,1,NA,3,3,1,13,3,0,NA,1,2,NA,72,NA,NA,3,1,1,5,2,0,2,1,NA,3,1,7,4,3,4,4,12.4,12.4,81,1,0,NA,0,NA,1,NA,NA,2,1,NA,3,3,1,1,2,2,1,NA,2,2,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"758665",2334919,1,1,2,191,2,1,11,8,1,7,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,1,0,3,2,1,1,1,NA,1,1,NA,3,2,1,11,1,1,NA,1,4,NA,42,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,7.2,13.4,72,1,0,NA,0,NA,1,NA,1,2,1,NA,4,4,1,2,2,2,1,NA,2,2,0,1,10,10,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1405688",380437,1,1,2,188,2,1,11,9,2,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,2,0,0,0,0,1,3,1,6,2,NA,1,13,NA,3,2,1,16,3,1,5,0,5,NA,83,NA,NA,3,1,1,5,4,0,2,1,NA,2,4,7,4,2,4,4,9.1,7.1,82,1,0,NA,0,NA,1,NA,3,2,2,NA,2,2,1,1,2,2,1,NA,2,2,0,1,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,6
"2716427",352092,1,1,2,186,2,1,9,6,3,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,3,3,NA,1,1,NA,3,2,1,11,2,0,NA,0,9,NA,14,NA,NA,3,1,1,5,2,0,3,1,NA,3,1,7,4,3,4,4,8.1,8.1,12,1,0,NA,0,NA,2,NA,NA,1,1,NA,2,2,1,1,2,4,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"261254",2278506,1,1,2,182,2,1,11,8,2,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,2,1,1,1,NA,1,1,NA,3,3,1,14,1,1,NA,1,14,NA,53,NA,NA,1,1,1,2,2,0,5,1,NA,3,1,7,4,3,4,4,12.2,5,61,1,0,NA,0,NA,2,NA,1,2,1,NA,1,1,1,2,2,3,1,NA,2,2,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"2541502",344685,1,1,2,185,2,1,9,6,8,7,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,6,2,NA,1,1,NA,3,1,1,15,3,1,NA,0,14,NA,22,NA,NA,1,1,1,2,2,0,3,1,NA,3,1,7,4,3,4,4,4.3,3.1,22,1,0,NA,0,NA,1,NA,1,1,1,NA,1,1,1,1,2,2,1,NA,2,2,1,2,7,1,3,NA,1,2,2,NA,NA,NA,NA,1,2,0,NA
"2334071",2268652,1,1,2,182,2,1,8,5,3,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,10,3,0,NA,0,4,NA,14,NA,NA,3,1,1,1,2,0,2,1,NA,1,4,7,4,3,4,4,5,5,11,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,1,2,2,1,NA,2,1,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2563349",2299262,1,1,2,184,2,1,9,6,2,7,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,2,3,1,2,1,NA,1,1,NA,6,2,1,10,3,0,NA,0,4,NA,52,1,NA,6,1,1,4,2,0,3,1,NA,3,1,7,4,3,4,4,12.1,12.1,71,1,0,NA,0,NA,1,NA,NA,1,1,NA,4,4,1,2,2,2,1,NA,2,2,4,4,4,4,2,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"2437973",2328050,1,1,2,191,2,1,8,4,3,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,1,1,NA,1,1,NA,3,1,1,15,2,0,NA,0,8,NA,42,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,7.1,3.3,41,1,0,NA,0,NA,2,NA,1,2,1,NA,1,1,1,2,2,4,1,NA,2,2,1,2,7,7,1,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2771023",2311863,1,1,2,184,2,2,6,3,5,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,1,1,15,3,0,NA,0,4,NA,24,3,NA,4,1,1,1,1,1,1,1,3,1,4,7,4,3,4,4,4.1,4.1,35,1,0,NA,0,NA,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,2,1,5,4,10,10,4,NA,0,NA,1,NA,NA,NA,NA,4,4,0,6
"430195",390170,1,1,2,189,2,1,6,8,3,10,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,8,1,1,15,4,0,NA,0,13,NA,23,NA,NA,4,1,1,1,2,0,5,1,NA,3,1,7,4,3,4,4,4.1,4.1,23,1,0,NA,0,NA,2,NA,4,1,1,NA,1,1,1,1,2,4,1,NA,2,2,1,2,7,7,3,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"1995337",366781,1,1,2,187,2,1,4,6,2,9,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,8,1,NA,1,1,NA,4,2,1,11,3,0,NA,0,6,NA,94,NA,NA,4,1,1,1,2,0,5,1,NA,2,2,7,4,3,4,4,15,12.2,92,1,0,NA,0,NA,2,NA,4,1,2,NA,3,3,1,1,2,4,1,1,1,2,1,2,10,10,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"426325",2299635,1,1,2,184,2,1,9,6,9,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,2,3,NA,5,2,NA,4,4,NA,2,1,1,10,2,0,NA,0,14,NA,51,NA,NA,4,1,1,1,1,0,1,1,NA,1,4,7,4,3,4,4,9.1,9.1,62,1,0,NA,0,NA,1,NA,NA,1,1,NA,3,3,1,1,1,1,1,NA,2,2,0,1,7,7,3,NA,0,NA,3,NA,NA,NA,NA,2,1,0,NA
"2208033",2281200,1,1,2,182,2,2,10,7,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,2,3,NA,2,1,NA,1,1,NA,2,2,1,10,3,0,NA,0,4,NA,71,3,NA,7,1,1,5,1,1,1,1,3,3,1,7,4,3,4,4,13.3,13.3,53,1,0,NA,0,NA,1,NA,NA,2,1,NA,3,3,1,1,1,1,1,NA,2,2,5,4,7,7,4,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"430102",388601,1,1,2,189,2,1,11,8,3,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,15,3,0,NA,0,12,NA,43,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,4.1,4.1,41,1,0,NA,0,NA,1,NA,1,2,2,NA,2,2,1,2,2,2,1,NA,2,1,1,2,4,4,1,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"2039032",384710,1,1,2,188,2,1,12,9,9,7,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,2,1,0,0,0,2,3,1,2,1,NA,2,2,NA,3,1,1,16,4,1,NA,0,3,NA,83,NA,NA,1,1,1,2,4,0,2,1,NA,3,4,1,4,1,4,4,13.3,13.3,82,8,0,NA,0,NA,1,NA,NA,2,1,NA,3,3,1,1,2,2,1,NA,2,2,0,1,7,7,2,NA,0,2,3,NA,NA,NA,NA,2,1,0,5
"104376",2341975,1,1,2,191,2,1,7,4,8,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,5,2,NA,1,1,NA,3,1,1,12,2,1,NA,0,11,NA,91,NA,NA,3,1,1,1,2,0,2,1,NA,2,2,7,4,3,4,4,9.1,11.1,92,1,0,NA,0,NA,2,NA,3,2,1,NA,2,2,1,1,2,4,1,NA,2,2,1,2,7,1,2,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"1585929",395893,1,1,2,189,2,1,12,9,1,7,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,2,3,1,2,1,NA,1,1,NA,3,2,1,10,4,0,NA,0,6,NA,14,1,NA,1,1,1,2,2,0,5,1,NA,3,1,7,4,3,4,4,5,12.2,54,1,0,NA,0,NA,1,NA,1,2,1,NA,2,2,2,2,2,2,1,NA,2,1,4,4,10,10,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2169891",2269529,1,1,2,182,2,1,11,9,1,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2,0,0,0,0,1,3,1,4,3,NA,9,9,NA,3,1,2,10,4,0,NA,0,6,NA,51,NA,3,1,1,9,2,2,0,3,1,NA,3,1,7,4,3,4,4,8.1,8.1,54,1,0,NA,0,NA,2,NA,1,1,1,NA,2,2,1,2,2,4,1,NA,2,1,1,2,8,8,1,NA,0,2,1,NA,NA,NA,NA,3,3,0,5
"1602179",2291269,1,1,2,184,2,1,6,3,8,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,1,1,NA,13,13,NA,3,2,3,12,1,0,NA,0,4,NA,51,NA,1,1,1,3,2,2,0,2,1,NA,3,1,7,4,3,4,4,12.2,3.1,62,1,0,NA,0,NA,2,NA,1,7,1,NA,1,1,1,2,2,4,1,NA,2,2,1,2,7,1,2,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"103281",395684,1,1,2,189,2,1,11,8,8,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,8,2,NA,1,1,NA,2,2,1,12,3,0,NA,0,10,NA,21,NA,NA,7,1,1,5,1,0,1,1,NA,2,2,7,4,3,4,4,15,15,21,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,1,1,1,1,6,1,2,0,1,1,1,4,NA,0,NA,2,NA,NA,NA,NA,1,2,0,NA
"919807",362844,1,1,2,187,2,1,8,5,2,8,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,1,0,3,3,6,2,1,NA,1,1,NA,3,2,1,11,3,2,NA,2,3,NA,75,1,NA,1,1,1,2,2,0,2,1,NA,2,2,7,4,3,4,4,13.3,13.3,54,8,0,NA,0,NA,3,NA,NA,2,1,NA,3,3,1,1,2,6,1,NA,2,2,4,4,9,9,3,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"1618745",388901,1,1,2,189,2,1,10,7,6,9,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,2,1,NA,1,1,NA,3,2,1,13,3,0,NA,0,11,NA,24,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,3.2,3.2,35,1,0,NA,0,NA,2,NA,NA,2,1,NA,2,2,1,1,2,4,1,NA,2,2,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1536699",349436,1,1,2,186,2,3,7,7,3,7,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,1,0,3,2,1,1,1,NA,1,1,NA,8,2,1,16,2,0,NA,1,14,NA,53,NA,NA,4,1,1,1,2,2,7,4,3,3,1,7,4,3,4,4,12.2,13.2,61,1,0,NA,0,NA,1,NA,4,1,1,NA,4,4,1,2,2,2,1,NA,2,2,1,2,7,7,2,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
