1968167,2319488,190,1,10,1,1,1,1,1,1,0,4,3,3,1,1,11,1,93,NA,NA,4,2,0,10,10,1,3,3
589519,2310285,184,1,7,4,1,1,0,1,0,1,3,3,1,1,2,14,0,44,NA,NA,3,2,0,7,7,1,4,4
2448649,2268921,182,1,13,3,1,1,0,0,0,0,1,3,1,1,2,15,0,22,NA,NA,2,2,1,7,7,1,3,3
1727835,363984,187,1,11,2,0,1,0,0,0,0,1,3,NA,1,2,15,0,33,NA,NA,2,1,0,10,10,1,3,3
2503264,349745,186,1,4,4,2,1,0,1,1,0,3,3,5,1,1,12,2,34,NA,NA,2,1,0,7,7,1,4,4
1084300,374405,188,1,10,6,2,1,0,0,1,0,2,2,1,1,3,15,1,26,NA,NA,1,1,0,7,7,1,4,4
2765550,2309770,184,1,5,2,2,1,0,1,1,0,3,3,1,1,1,15,1,53,NA,NA,3,1,1,4,4,1,3,3
915692,2274279,182,1,10,9,2,1,1,0,0,0,2,3,5,1,1,10,0,71,NA,NA,3,1,1,7,7,3,2,1
1837084,392815,189,1,12,9,0,11,0,0,0,1,2,3,NA,8,2,16,0,52,NA,NA,4,1,1,10,10,3,2,1
2579863,388384,189,1,13,1,1,1,0,0,0,0,1,3,NA,1,1,15,0,44,2,NA,2,1,3,7,7,1,3,3
920685,377771,188,1,13,9,1,1,1,0,1,0,3,2,1,1,3,10,1,83,NA,NA,4,1,1,5,5,3,2,1
921963,2315945,190,1,6,2,1,1,0,0,0,0,1,3,4,10,1,10,0,42,NA,NA,2,1,1,4,4,1,4,4
2667126,2282512,183,1,8,4,1,1,0,0,0,0,1,3,2,1,2,12,0,24,NA,NA,2,2,1,7,7,1,4,4
2241060,2336496,191,1,6,3,1,1,0,0,0,0,1,3,1,1,1,13,0,93,NA,NA,4,1,1,4,4,1,4,4
1968017,2301610,184,3,7,1,0,1,0,0,0,0,1,3,1,1,1,15,0,21,5,3,1,2,7,9,9,1,3,3
2705629,2341685,191,1,11,1,1,1,0,0,0,0,1,3,5,1,1,12,0,53,NA,NA,3,2,1,7,7,1,3,3
2787424,349062,185,1,5,3,3,1,0,0,1,0,2,3,1,7,2,10,0,93,NA,NA,4,1,1,8,8,1,3,3
266058,380100,188,1,9,3,2,1,0,0,0,0,1,3,4,1,1,15,0,26,NA,NA,1,1,1,7,7,1,4,4
268115,2338065,191,1,5,7,2,1,0,0,0,0,1,3,1,1,1,15,0,21,NA,NA,4,1,0,7,7,1,4,4
1520386,2337989,191,1,12,1,2,1,0,0,0,0,1,3,1,1,1,11,0,42,NA,NA,2,2,1,7,7,1,3,3
1085452,393975,189,3,9,4,1,1,0,0,0,0,1,3,NA,1,2,13,0,93,3,3,4,1,5,7,7,1,4,4
1329147,2271697,182,1,11,9,1,1,0,0,1,0,2,3,1,1,1,11,1,91,NA,NA,3,2,1,10,10,3,2,1
589241,2290782,183,1,6,1,2,1,0,0,0,0,1,3,NA,1,1,12,0,42,3,NA,2,1,5,10,10,1,3,3
1085876,2326280,190,1,8,2,2,1,0,1,0,0,2,3,1,1,1,10,0,94,NA,NA,2,2,1,7,7,1,4,4
430392,393540,189,1,10,2,1,1,1,0,0,0,2,3,NA,1,2,11,0,93,NA,NA,4,1,1,7,7,1,3,3
1245420,2307573,184,1,7,3,1,1,0,0,0,0,1,3,1,1,1,15,0,24,NA,NA,1,2,1,3,3,1,3,3
1249539,2319897,190,1,11,8,1,11,1,0,0,0,2,3,NA,9,2,16,0,32,NA,NA,2,1,1,10,1,2,1,2
1081432,2301086,184,4,5,3,0,8,0,0,0,1,2,3,NA,3,1,15,0,21,3,1,2,1,5,4,4,1,4,4
265851,376656,188,1,7,8,1,1,0,0,0,0,1,3,1,1,1,15,0,25,NA,NA,2,1,1,11,1,2,1,2
759508,2332021,191,1,7,1,1,1,0,0,0,0,1,3,5,1,2,15,0,23,NA,NA,2,2,1,7,7,1,3,3
2628901,2268407,182,1,9,9,3,1,0,0,0,0,1,3,4,1,2,14,0,71,NA,NA,3,1,0,7,7,3,2,1
2109882,2310099,184,2,6,2,1,8,1,0,0,0,2,3,1,3,1,10,0,14,NA,3,2,1,1,7,7,1,4,4
1082513,344007,185,1,11,1,1,1,0,0,1,0,2,3,3,1,2,15,1,24,NA,NA,2,1,1,4,4,1,3,3
1738621,2276434,182,1,6,3,1,1,0,0,0,0,1,3,4,6,2,12,0,42,6,NA,2,1,9,7,7,1,4,4
917504,2299011,184,1,8,2,2,1,0,0,1,0,2,2,4,1,2,12,1,96,NA,NA,4,1,1,7,7,1,4,4
1831667,2332849,191,1,6,5,4,1,0,0,0,0,1,3,1,1,1,15,0,26,NA,NA,2,2,0,7,7,1,4,4
922210,2320834,190,1,10,1,2,1,0,0,0,0,1,3,1,1,2,12,0,25,NA,NA,1,2,1,7,7,1,3,3
104604,2338527,191,1,12,4,1,1,0,0,0,0,1,3,1,1,1,14,0,21,NA,NA,1,1,0,7,7,1,4,4
2760025,2279894,182,1,6,2,2,1,0,0,0,0,1,3,4,5,1,15,0,42,3,NA,1,2,5,7,7,1,3,3
1086201,2319477,190,1,12,4,2,1,0,0,0,0,1,3,1,1,3,15,0,21,NA,NA,1,2,1,7,7,1,4,4
1244417,2290384,183,1,11,3,1,1,1,0,0,0,2,3,NA,1,2,11,0,75,NA,NA,3,1,1,7,7,1,3,3
266142,381467,188,1,13,2,1,1,1,0,0,0,2,3,1,1,1,10,0,83,NA,NA,4,1,1,4,4,1,3,3
2202596,2268099,182,1,10,5,2,1,0,0,0,0,1,3,1,1,1,15,0,13,NA,NA,1,1,1,7,7,1,4,4
2705432,2300075,184,1,6,2,2,1,0,0,0,0,1,3,1,1,1,14,0,51,NA,NA,2,1,1,7,7,1,3,3
756381,369068,187,1,9,2,0,1,0,0,1,0,2,3,1,1,1,14,1,96,2,NA,2,1,3,4,4,1,4,4
754637,339287,185,1,10,1,1,11,0,0,0,0,1,3,7,8,1,10,0,34,NA,NA,4,1,1,7,7,1,3,3
2219083,356097,186,1,8,9,1,1,0,0,0,0,1,3,1,1,1,15,0,24,NA,NA,1,1,1,11,11,3,2,1
1727881,386864,189,1,13,2,2,1,0,0,1,0,2,1,1,1,3,13,1,72,NA,NA,3,1,1,7,7,1,3,3
758665,2334919,191,1,11,1,2,1,1,0,1,0,3,2,1,1,2,11,1,42,NA,NA,4,2,0,10,10,1,3,3
1405688,380437,188,1,11,2,2,11,0,0,0,0,1,3,1,13,2,16,0,83,NA,NA,2,1,0,7,7,1,4,4
2716427,352092,186,1,9,3,2,1,0,0,0,0,1,3,4,1,2,11,0,14,NA,NA,2,1,1,7,7,1,3,3
261254,2278506,182,1,11,2,2,1,0,0,1,0,2,2,1,1,3,14,1,53,NA,NA,1,2,1,7,7,1,4,4
2541502,344685,185,1,9,8,2,1,0,0,0,0,1,3,1,1,1,15,0,22,NA,NA,1,1,1,7,1,2,1,2
2334071,2268652,182,1,8,3,1,1,0,0,0,0,1,3,1,1,1,10,0,14,NA,NA,2,1,1,7,7,1,3,3
2563349,2299262,184,1,9,2,0,1,1,0,0,0,2,3,1,1,2,10,0,52,1,NA,4,2,4,4,4,1,3,3
2437973,2328050,191,1,8,3,2,1,0,0,0,0,1,3,4,1,1,15,0,42,NA,NA,1,2,1,7,7,1,3,3
2771023,2311863,184,2,6,5,1,7,0,0,0,0,1,3,NA,1,1,15,0,24,3,3,1,1,5,10,10,1,4,4
430195,390170,189,1,6,3,4,1,0,0,0,0,1,3,1,1,1,15,0,23,NA,NA,1,1,1,7,7,1,4,4
1995337,366781,187,1,4,2,0,1,0,0,0,0,1,3,5,1,2,11,0,94,NA,NA,3,1,1,10,10,1,3,3
426325,2299635,184,1,9,9,1,1,1,0,0,0,2,3,NA,4,1,10,0,51,NA,NA,3,1,0,7,7,3,2,1
2208033,2281200,182,2,10,3,1,1,1,0,0,0,2,3,NA,1,2,10,0,71,3,3,3,1,5,7,7,1,4,4
430102,388601,189,1,11,3,2,1,0,0,0,0,1,3,1,1,2,15,0,43,NA,NA,2,2,1,4,4,1,4,4
2039032,384710,188,1,12,9,3,6,1,0,0,0,2,3,1,2,1,16,0,83,NA,NA,3,1,0,7,7,3,2,1
104376,2341975,191,1,7,8,2,1,0,0,0,0,1,3,4,1,1,12,0,91,NA,NA,2,1,1,7,1,2,1,2
1585929,395893,189,1,12,1,0,1,1,0,0,0,2,3,1,1,2,10,0,14,1,NA,2,2,4,10,10,1,3,3
2169891,2269529,182,1,11,1,2,11,0,0,0,0,1,3,1,9,1,10,0,51,NA,NA,2,2,1,8,8,1,3,3
1602179,2291269,184,1,6,8,1,1,0,0,0,0,1,3,4,13,2,12,0,51,NA,NA,1,2,1,7,1,2,1,2
103281,395684,189,1,11,8,1,1,0,0,0,0,1,3,NA,1,2,12,0,21,NA,NA,2,1,0,1,1,2,1,2
919807,362844,187,1,8,2,0,1,1,0,1,0,3,3,6,1,2,11,2,75,1,NA,3,1,4,9,9,1,3,3
1618745,388901,189,1,10,6,2,1,0,0,0,0,1,3,5,1,2,13,0,24,NA,NA,2,1,1,7,7,1,4,4
1536699,349436,186,3,7,3,0,1,1,0,1,0,3,2,1,1,2,16,1,53,NA,3,4,2,1,7,7,1,4,4
430254,391168,189,1,13,1,2,1,0,1,1,0,3,3,1,1,2,10,1,52,NA,NA,3,2,0,7,7,1,4,4
430887,2326109,190,1,9,3,0,7,1,0,0,0,2,3,1,1,1,11,0,91,1,NA,4,1,4,2,2,1,4,4
1755104,355115,186,1,10,8,2,1,0,0,0,0,1,3,3,1,1,14,0,13,NA,NA,2,1,1,7,1,2,1,2
1243831,2280340,182,1,14,2,2,1,1,0,1,0,3,2,1,1,2,10,2,13,NA,NA,NA,1,1,7,7,1,4,4
916232,2280297,182,1,12,2,2,1,1,0,0,0,2,3,3,1,3,10,0,52,NA,NA,4,1,1,7,7,1,3,3
1086271,2320302,190,1,5,2,1,6,0,0,0,1,2,3,1,2,2,15,0,33,3,NA,1,2,5,2,2,1,3,3
2623606,384969,188,1,11,3,2,1,0,0,1,0,2,3,7,1,2,15,1,24,NA,NA,1,1,1,7,7,1,3,3
1929770,2284985,183,1,7,1,2,1,0,0,0,0,1,3,4,1,2,14,0,33,NA,NA,3,2,1,7,7,1,3,3
1248128,376810,188,1,8,2,0,1,0,0,0,0,1,3,1,1,2,14,0,41,NA,NA,2,2,1,10,10,1,3,3
1722260,2288418,183,1,10,3,2,1,0,0,0,0,1,3,1,1,1,15,0,24,NA,NA,1,2,0,7,7,1,4,4
1080773,2310202,184,1,4,3,1,1,0,1,1,0,3,3,1,1,2,11,1,51,NA,NA,2,2,1,4,4,1,3,3
263132,2308692,184,1,9,5,2,1,0,0,0,0,1,3,2,1,1,15,0,13,NA,NA,1,2,0,7,7,1,4,4
2082582,2268923,182,1,13,8,1,1,0,0,1,0,2,2,1,1,3,12,1,26,NA,NA,1,2,1,1,1,2,1,2
1673166,2302611,184,1,7,2,1,1,0,0,0,0,1,3,1,1,2,12,0,33,3,NA,2,1,5,6,6,1,4,4
2530486,2267959,182,3,6,4,1,1,0,0,0,0,1,3,NA,1,1,12,0,35,3,3,2,2,5,7,7,1,4,4
1492905,387354,189,1,8,2,1,1,0,0,0,0,1,3,2,1,2,14,0,53,NA,NA,4,2,0,7,7,1,3,3
1345516,2292301,184,1,5,2,2,1,0,0,0,0,1,3,1,1,1,15,0,42,NA,NA,2,2,1,7,7,1,4,4
588958,2281909,183,1,12,1,2,1,0,0,0,0,1,3,1,1,2,10,0,94,NA,NA,2,2,0,4,4,1,3,3
2257555,2327642,191,1,7,9,3,1,0,0,0,0,1,3,2,1,1,14,0,71,NA,NA,3,1,1,7,7,3,2,1
1962484,2272705,182,1,13,2,3,1,0,0,0,0,1,3,1,1,2,11,0,43,NA,NA,1,2,1,7,7,1,3,3
1623983,2268616,182,1,11,2,2,1,1,0,1,0,3,2,1,1,2,11,1,52,NA,NA,4,2,1,7,7,1,3,3
758240,2319265,190,1,12,4,1,1,0,0,0,0,1,3,NA,1,1,12,0,43,NA,NA,2,2,1,7,7,1,4,4
2743749,361652,187,1,11,1,0,1,1,0,0,0,2,3,1,1,1,10,0,22,NA,NA,2,2,1,10,10,1,3,3
2377905,350402,186,2,7,9,2,1,0,0,0,0,1,3,4,1,1,14,0,74,NA,3,3,1,1,7,7,3,2,1
103500,2321348,190,1,10,12,2,1,0,0,0,0,1,3,5,1,1,13,0,31,NA,NA,3,1,1,11,11,4,4,4
264656,356236,186,1,10,3,1,1,1,0,0,1,3,3,3,1,1,10,0,34,1,NA,2,2,4,7,7,1,4,4
754890,343655,185,1,10,4,0,1,1,1,1,0,4,3,1,1,2,11,1,14,2,NA,2,1,3,4,4,1,4,4
1716959,376974,188,1,9,1,1,1,0,0,0,0,1,3,7,1,1,12,0,94,NA,NA,4,2,0,10,10,1,3,3
1984523,2318414,190,1,10,2,0,1,0,0,0,0,1,3,NA,1,1,12,0,44,2,NA,2,1,3,7,7,1,4,4
264627,355710,186,1,13,2,2,1,0,0,0,0,1,3,1,1,2,15,0,22,NA,NA,1,1,0,7,7,1,4,4
1744157,341375,185,1,7,4,1,1,0,0,0,0,1,3,2,1,1,12,0,33,3,NA,2,2,5,7,7,1,4,4
1738762,369180,187,1,7,8,1,1,1,0,0,0,2,3,6,1,2,10,0,52,NA,NA,4,2,1,10,1,2,1,2
1826140,380277,188,1,7,9,1,1,1,0,0,1,3,3,NA,1,2,11,0,83,3,NA,4,1,5,5,5,3,2,1
2585387,2327668,191,1,10,2,2,1,0,0,0,0,1,3,1,1,2,15,0,32,NA,NA,2,1,1,8,8,1,3,3
265800,375779,188,1,5,9,3,1,0,0,0,0,1,3,1,1,1,14,0,71,NA,NA,2,1,1,7,7,3,2,1
1085069,387355,189,1,8,5,2,1,1,0,1,0,3,3,4,1,1,11,1,74,NA,NA,3,1,1,7,7,1,4,4
1673360,2329830,191,1,9,5,2,1,0,0,0,1,2,3,5,1,1,12,0,54,NA,NA,3,2,1,7,7,1,4,4
1443672,2270034,182,1,13,1,0,1,0,0,1,0,2,3,NA,1,4,15,0,72,6,NA,3,2,8,10,10,1,3,3
759468,2329803,191,1,12,1,1,1,0,0,0,0,1,3,NA,1,1,12,0,32,NA,NA,4,2,0,10,10,1,2,3
2486810,2288316,183,3,5,9,1,1,0,0,0,0,1,3,1,1,1,15,0,25,NA,11,1,2,1,7,7,3,2,1
1471038,360822,187,1,6,2,2,1,0,0,1,0,2,3,1,1,1,12,1,75,2,NA,4,1,3,10,10,1,3,3
2158997,2281997,183,1,7,4,2,1,0,0,0,0,1,3,1,1,1,15,0,23,NA,NA,3,1,1,3,3,1,4,4
916906,2287246,183,1,11,2,1,1,0,0,0,0,1,3,1,1,2,11,0,12,NA,NA,3,1,1,7,7,1,3,3
1995263,2309610,184,3,5,3,0,1,1,0,0,1,3,3,2,1,1,10,0,91,3,3,4,2,5,4,4,1,4,4
2328857,2331830,191,1,9,5,2,1,0,0,0,0,1,3,NA,1,2,15,0,34,5,NA,2,1,7,3,3,1,4,4
266045,379860,188,1,9,2,2,1,0,0,0,0,1,3,4,7,3,15,0,26,NA,NA,1,1,1,7,7,1,4,4
1416432,2277466,182,1,9,1,0,1,1,0,0,0,2,3,3,4,2,10,0,51,2,NA,4,2,3,8,8,1,3,3
1629654,2323047,190,1,7,3,1,1,0,0,0,0,1,3,1,1,2,15,0,32,NA,NA,2,2,1,7,7,1,4,4
430231,390812,189,1,12,3,4,1,0,0,0,0,1,3,1,1,2,13,0,14,NA,NA,2,1,1,7,7,1,3,3
430503,395344,189,1,9,2,1,1,0,0,1,0,2,3,7,1,2,15,2,22,NA,NA,2,2,1,7,7,1,3,3
754895,343732,185,1,9,9,0,1,0,0,0,0,1,3,5,1,3,14,0,71,NA,NA,3,1,1,7,7,3,2,1
1574804,2268348,182,3,7,5,3,3,0,0,0,0,1,3,1,1,1,15,0,34,NA,3,2,2,0,7,7,1,4,4
2486877,344551,185,1,12,4,1,1,1,0,1,0,3,1,NA,1,4,10,1,33,NA,NA,2,2,1,7,7,1,4,4
1634983,2282828,183,1,13,8,2,1,0,0,0,0,1,3,1,1,1,16,0,24,NA,NA,2,1,0,7,1,2,1,2
921308,388255,189,2,7,2,1,1,1,0,1,0,3,3,4,1,1,11,1,53,NA,3,3,2,0,7,7,1,3,3
2667142,2306775,184,1,8,5,3,11,1,0,0,0,2,3,1,8,2,11,0,34,NA,NA,4,1,1,8,8,1,4,4
922816,2339710,191,1,12,2,1,1,0,0,0,0,1,3,2,1,1,14,0,33,NA,NA,2,2,0,8,8,1,4,4
1246905,355681,186,1,10,3,3,1,0,0,1,0,2,3,3,1,2,11,1,54,NA,NA,2,1,1,7,7,1,4,4
101097,358264,186,1,10,4,2,1,0,0,0,0,1,3,3,1,2,14,0,75,1,NA,4,1,4,7,7,1,4,4
916243,2280173,182,1,8,2,1,1,0,0,0,0,1,3,2,1,1,14,0,42,NA,NA,2,2,0,7,7,1,3,3
430402,393708,189,1,6,2,2,1,1,0,0,0,2,3,1,1,2,10,0,81,NA,NA,2,1,1,7,7,1,3,3
1804143,2289384,183,1,6,5,4,1,0,0,1,0,2,3,1,1,1,14,1,51,NA,NA,1,2,0,7,7,1,4,4
593848,389217,189,1,8,3,0,1,0,0,0,1,2,3,6,1,1,12,0,52,3,NA,4,2,5,4,4,1,4,4
2011565,2277843,182,1,7,2,1,1,0,0,0,0,1,3,1,1,1,12,0,96,1,NA,3,2,4,11,11,1,3,3
1449087,2278779,182,1,8,1,2,11,0,0,0,0,1,3,6,6,2,15,0,22,NA,NA,2,2,1,10,10,1,3,3
2459614,2295759,184,3,7,1,1,1,0,0,0,0,1,3,1,1,2,14,0,34,3,6,2,1,5,10,10,1,3,3
265298,367226,187,1,6,2,2,1,0,0,0,0,1,3,4,1,1,15,0,13,2,NA,3,2,3,7,7,1,3,3
1591253,2285854,183,1,12,4,1,1,0,1,1,0,3,3,1,1,2,14,1,42,NA,NA,2,1,0,2,2,1,4,4
919434,356461,186,3,6,9,3,1,0,0,0,0,1,3,1,1,1,14,0,71,NA,3,2,1,1,7,7,3,2,1
1782523,2341081,191,1,11,4,2,1,0,0,1,0,2,2,1,1,3,12,1,81,NA,NA,4,1,1,7,7,1,4,4
426718,2303150,184,1,8,4,0,1,0,1,0,0,2,3,1,1,2,10,0,96,2,NA,2,1,3,7,7,1,4,4
1968192,2331189,191,1,11,3,3,1,0,1,0,0,2,3,3,1,2,15,0,13,NA,NA,1,1,1,7,7,1,4,4
920945,382144,188,1,12,2,2,1,0,0,0,0,1,3,1,1,1,15,0,22,NA,NA,2,2,0,7,7,1,3,3
1826055,2296204,184,1,11,9,0,11,0,0,0,0,1,3,NA,9,2,14,0,26,NA,NA,2,1,0,4,4,3,2,1
2536162,2325204,190,1,4,8,2,1,0,0,1,0,2,2,3,1,1,10,1,44,NA,NA,1,1,1,10,1,2,1,2
752390,2269926,182,1,13,3,1,2,0,0,1,0,2,2,1,1,3,14,1,42,NA,NA,3,2,1,4,4,1,3,3
425679,2290361,183,1,6,8,0,1,1,0,0,0,2,3,2,1,2,11,0,81,3,NA,4,2,5,10,1,2,1,2
266703,391042,189,1,5,8,0,1,0,1,1,0,3,3,1,1,2,10,1,53,NA,NA,3,1,0,1,1,2,1,2
1776984,379186,188,1,14,1,2,1,0,0,1,0,2,3,1,1,2,10,1,96,NA,NA,NA,2,1,8,8,1,3,3
1968105,375036,188,1,10,3,3,1,0,0,0,0,1,3,3,1,1,12,0,25,NA,NA,1,1,1,7,7,1,4,4
1323746,2301057,184,1,10,4,1,1,0,0,0,0,1,3,1,1,2,12,0,51,1,NA,4,2,4,8,8,1,4,4
425413,2285684,183,1,9,3,2,1,0,0,0,0,1,3,5,1,2,12,0,93,NA,NA,4,1,1,7,7,1,4,4
1248995,391664,189,1,6,3,3,1,0,0,0,0,1,3,1,1,1,11,0,93,NA,NA,3,1,0,7,7,1,4,4
1248125,376784,188,1,12,1,1,1,0,0,1,0,2,2,1,1,3,12,1,42,NA,NA,2,2,1,7,7,1,3,3
1454766,2318030,190,1,5,2,3,1,0,0,0,0,1,3,3,1,1,12,0,52,NA,NA,3,1,1,7,7,1,3,3
2388897,392506,189,1,11,8,2,1,0,0,0,0,1,3,1,1,1,12,0,24,NA,NA,2,1,1,7,1,2,1,2
1787872,361852,187,1,13,3,3,1,0,0,0,0,1,3,1,1,2,10,0,93,NA,NA,2,1,0,7,7,1,4,4
2530578,339207,185,1,9,3,2,1,0,0,0,0,1,3,3,1,1,14,0,83,NA,NA,1,1,1,7,7,1,4,4
1940902,2322598,190,1,7,4,2,1,0,0,0,0,1,3,6,1,1,14,0,52,3,NA,2,1,5,7,7,1,4,4
1962597,353696,186,1,12,4,2,1,0,0,0,0,1,3,1,1,1,15,0,34,NA,NA,1,1,0,7,7,1,4,4
2754743,2323292,190,1,4,4,4,1,0,0,0,0,1,3,7,5,1,12,0,94,NA,NA,1,2,1,7,7,1,4,4
1323802,355908,186,2,5,1,1,8,1,0,0,0,2,3,1,3,1,16,0,81,2,3,4,2,3,10,10,1,3,3
2251961,364634,187,1,8,3,1,1,0,0,0,0,1,3,NA,1,2,15,0,24,NA,NA,1,2,1,7,7,1,4,4
99067,2298954,184,1,7,1,0,1,0,0,0,0,1,3,5,1,2,12,0,53,NA,NA,3,2,1,10,10,1,3,3
916068,2281711,182,1,6,1,1,1,0,0,0,0,1,3,NA,1,1,14,0,74,NA,NA,3,1,1,7,7,1,3,3
1766097,383072,188,1,11,2,3,1,0,0,1,0,2,3,1,1,3,14,1,21,NA,NA,2,1,0,7,7,1,3,3
588081,2272068,182,1,9,3,3,1,0,0,0,0,1,3,5,1,2,14,0,43,NA,NA,2,2,1,7,7,1,4,4
1847802,2281060,182,1,9,9,1,11,0,0,0,0,1,3,3,7,2,10,0,83,NA,NA,4,1,1,7,7,3,2,1
1248940,390628,189,1,11,2,1,1,0,0,1,0,2,2,1,1,3,12,2,42,NA,NA,2,2,1,4,4,1,4,4
2093710,2328471,191,1,5,5,2,1,0,0,0,0,1,3,4,1,1,12,0,54,NA,NA,2,1,1,7,7,1,4,4
2579802,357003,186,1,8,1,2,11,0,0,1,0,2,3,1,7,1,15,2,14,NA,NA,4,1,0,7,7,1,3,3
1405626,349328,186,1,9,2,2,1,0,1,1,0,3,3,2,1,1,11,1,23,NA,NA,1,1,1,7,7,1,4,4
2011684,357069,186,1,6,4,0,1,0,0,0,0,1,3,1,1,1,15,0,53,NA,NA,4,1,1,3,3,1,4,4
1079407,2272606,182,1,9,2,1,1,0,0,0,1,2,3,5,1,2,12,0,42,3,NA,2,2,5,7,7,1,3,3
2503229,2311215,184,1,8,2,2,1,0,0,0,0,1,3,2,1,1,15,0,22,5,NA,2,2,7,7,7,1,4,4
1826111,364022,187,1,6,2,1,1,0,0,0,0,1,3,1,1,2,12,0,52,NA,NA,3,2,0,4,4,1,3,3
590189,2300341,184,1,10,1,0,1,1,0,0,1,3,3,NA,7,1,10,0,52,NA,NA,2,1,0,4,4,1,3,3
755485,353853,186,1,13,3,1,1,1,0,0,0,2,3,NA,1,2,10,0,81,NA,NA,3,2,0,7,7,1,3,3
1318377,2312853,184,1,7,1,1,11,0,0,0,1,2,3,1,10,1,15,0,21,NA,NA,1,1,1,10,10,1,3,3
2497962,2332302,191,1,4,2,4,1,0,0,0,0,1,3,3,1,1,12,0,52,NA,NA,1,2,1,8,8,1,3,3
921863,2326008,190,3,5,6,1,8,0,0,0,0,1,3,NA,3,2,14,0,51,NA,3,2,2,0,10,10,1,4,4
104406,2337981,191,1,10,6,3,1,0,0,0,0,1,3,3,1,1,15,0,24,NA,NA,1,1,1,7,7,1,4,4
1722385,376333,188,1,13,4,2,1,1,0,1,0,3,3,1,1,2,11,1,14,NA,NA,2,1,1,3,3,1,4,4
921421,390172,189,1,9,2,3,1,0,0,1,0,2,3,1,1,3,13,1,52,NA,NA,2,1,0,7,7,1,4,4
1580383,2293159,184,1,6,2,0,1,0,0,0,0,1,3,6,1,2,15,0,53,3,NA,3,2,5,10,10,1,3,3
1470962,2315045,184,1,9,8,1,10,0,0,1,1,3,2,6,11,2,14,2,52,1,NA,2,2,4,4,1,2,1,2
2754646,347438,185,1,8,9,2,1,0,0,0,0,1,3,2,1,1,13,0,71,NA,NA,1,1,1,7,7,3,2,1
2126264,2282791,183,1,8,3,2,7,0,0,0,0,1,3,4,1,1,15,0,12,NA,NA,1,1,1,7,7,1,4,4
1913329,2272591,182,1,7,3,2,1,0,0,0,0,1,3,1,1,1,14,0,52,NA,NA,2,1,1,7,7,1,3,3
757752,392542,189,1,8,8,2,1,0,0,0,0,1,3,2,1,1,14,0,12,NA,NA,1,1,1,1,1,2,1,2
1350993,2302326,184,2,6,2,1,1,0,0,0,0,1,3,NA,1,2,15,0,44,3,3,2,1,5,4,4,1,3,3
1079763,2276475,182,1,5,1,2,1,0,0,0,1,2,3,3,6,1,15,0,42,NA,NA,4,1,0,7,7,1,3,3
757577,389493,189,1,6,4,0,1,1,0,0,0,2,3,NA,1,2,11,0,42,1,NA,2,2,4,10,10,1,4,4
2099126,387629,189,1,4,2,1,1,0,0,0,0,1,3,NA,1,1,13,0,93,NA,NA,4,1,0,4,4,1,3,3
2071669,2277602,182,2,7,2,2,7,0,0,0,0,1,3,2,1,2,12,0,32,NA,3,2,1,1,9,9,1,3,3
